AT1G53240.1	0.00137671	0.00012973	4.31065E-05	0.000715516	0.000796409	0.000112092
AT3G15020.1	0	0	4.31065E-05	0	0	0.000112092
AT1G56410.1	0	0	0	0	0.000123081	7.00574E-05
AT5G02490.1	0	0	0	0	0.000123081	7.00574E-05
AT5G56000.1	0	0	0	0	0	0
AT5G56010.1	0	0	0	0	0	0
AT1G13440.1	0	0	0	0	0	0
AT3G04120.1	0	0	0	0	0	0
AT3G14415.1	0.001464398	0.001091892	0.001875135	0.00131178	0	0.000714586
AT3G14420.1	0.002130831	0.003772973	0.001070479	0.001470783	0.001086012	0.000476391
AT5G14590.1	0.000263066	0.000432432	0.000143688	0.000198754	0	7.00574E-05
AT1G04410.1	0	0	0	0	0	0
AT1G07890.1	0	0	0	0	0	0
AT1G08110.1	0.000438443	0.000324324	0	0	0.000506806	7.00574E-05
AT1G09620.1	8.76885E-05	0	0	0	0	0
AT1G10370.1	0	0	0	0.000132503	7.24008E-05	0.000140115
AT1G11860.1	0.002104525	0.001081081	0.000431065	0.000993772	0	7.00574E-05
AT1G13930.1	0	0	0	0	0	0
AT1G19570.1	0	0	0	0	0	0
AT1G20620.1	0.000640126	0.000864865	0.000596307	0.000503511	0.00086157	0.000175144
AT1G23310.1	0.003244476	0.002702703	0.001652418	0.002385054	0.002316826	0.001681379
AT1G23730.1	0	0	0.000143688	0	7.24008E-05	0
AT1G27450.1	8.76885E-05	0	7.18442E-05	0.000265006	0.000144802	0.00056046
AT1G32470.1	0.000719046	0.000648649	0	0.001073274	0.000289603	7.00574E-05
AT1G48030.1	0.000438443	0	0	0.000927521	0	0
AT1G52400.1	0.000175377	0.000648649	0.001005819	0.000132503	0.000289603	0
AT1G52410.1	0	0	0	0	0	0
AT1G56070.1	8.76885E-05	0	0	0.000198754	0.000144802	0.000140115
AT1G68010.1	0.002893722	0.004324324	0.002011639	0.001391281	0.000289603	0.000420345
AT1G76180.1	0	0	0	0.000331257	0	0
AT1G78370.1	8.76885E-05	0	0	0	0.000217202	0
AT1G78380.1	0.000526131	0	0.000215533	0.000198754	0.000724008	0.000350287
AT1G79230.1	0.000175377	0	0.000143688	0.000132503	7.24008E-05	0
AT1G79870.1	0	0.000108108	0	6.62515E-05	0	0
AT2G01210.1	0.000701508	0.000648649	0.001077664	0.001391281	0.001954822	0.002241838
AT2G05710.1	0.000789197	0.000540541	0.000574754	0.000530012	0.000362004	0.000420345
AT2G06050.1	0	0	0	0	0	0
AT2G13360.1	0.003069099	0.003027027	0.001939795	0.00178879	0.000579206	0.001120919
AT2G16600.1	8.76885E-05	0	0	0	0	0
AT2G20420.1	8.76885E-05	0	0	0	0	0
AT2G21660.1	0	0	0	0	7.24008E-05	0
AT2G26080.1	0.000359523	0.000205405	0	0.000298132	0.000209962	0.000196161
AT2G29450.1	0	0	0	0	0	0
AT2G30860.1	0.000789197	0.000540541	0.00050291	0.000265006	0.000289603	0.000490402
AT2G35370.1	0.000508593	0	0	0.000715516	0.000362004	0
AT2G36530.1	0	0	0	0	0	0
AT2G45960.1	0	0.000389189	0	0	0.000289603	0
AT3G02780.1	0	0	0.000287377	0.000530012	0.000362004	0.000490402
AT3G06050.1	0	0.000108108	0.000143688	0.000265006	0.000144802	7.00574E-05
AT3G09440.1	0	0	0	0	0	7.00574E-05
AT3G10920.1	0.00061382	0	0.000143688	0.000198754	0.000144802	0
AT3G12390.1	0	0	0	0.00046376	0	0
AT3G12580.1	0	0.000108108	0	0	0	7.00574E-05
AT3G16240.1	0.000175377	0.000324324	0	0	7.24008E-05	7.00574E-05
AT3G16910.1	0.000175377	0	0	0	0	0
AT3G25530.1	8.76885E-05	0	0	0	0	0
AT3G26520.1	8.76885E-05	0.000216216	0	6.62515E-05	0.000144802	0.000140115
AT3G27890.1	0.000526131	0	0.000359221	0.000397509	0.000506806	0.00056046
AT3G53420.1	0	0.000162162	0	6.62515E-05	0.000144802	0
AT3G55440.1	8.76885E-05	0	0	0.000212005	0	0
AT3G61200.1	0	0	0	0	0	0
AT3G61430.1	0	0.000259459	0	0	0	0
AT3G61440.1	0	0	0	0.000265006	0	0
AT4G08870.1	0	0	0	0.000132503	0	0
AT4G09320.1	0.000350754	0.000108108	0.000143688	0.000132503	0.000144802	7.00574E-05
AT4G11150.1	0	0	0	0	0	0
AT4G13850.1	0	0	0	0	0	0
AT4G14570.1	0	0	0.000143688	0.000198754	7.24008E-05	0.000140115
AT4G16760.1	0	0	0	0	0	0
AT4G23670.1	0.000350754	0	0.000143688	0.000397509	0.000144802	0.000140115
AT4G24190.1	0	0.000108108	7.18442E-05	0.000132503	0	0
AT4G26530.1	0.000175377	0	0	6.62515E-05	0	0
AT4G26970.1	8.76885E-05	0	0	0.000132503	0	0
AT4G33010.1	0.003674149	0.001848649	0.00050291	0.0033457	0.001455256	0.000994816
AT4G35090.1	0.001289021	0.000972973	0.000840578	0.001285279	0.000731248	0.000525431
AT4G35100.1	0	0	0	0	0.000144802	0
AT4G37910.1	0	0	0	0	0	0
AT4G37930.1	0.000175377	0	0	0.000331257	0.000144802	7.00574E-05
AT5G02240.1	0	0	0	0.000132503	0	0
AT5G02500.1	0.000876885	0.000108108	0	0.000530012	0.000123081	7.00574E-05
AT5G09660.1	0.001052262	0	0.00050291	0.001258778	0.000724008	0.000350287
AT5G10450.1	8.76885E-05	0	0	0.000132503	0	0
AT5G17420.1	0	0	0.000143688	0	0	7.00574E-05
AT5G17920.1	0.000789197	0.000108108	0.000215533	0.000993772	0.000362004	0.000350287
AT5G20080.1	0.000175377	0.000216216	0	0.000331257	0	0
AT5G26000.1	0.000350754	0.000216216	0.000143688	0.000265006	0	0.00028023
AT5G38480.1	0	0	0	0	0	0
AT5G41670.1	0.000438443	0.000108108	0.000431065	0.000265006	0.000144802	0
AT5G56030.2	0	0	0	0	0	0
AT5G57870.1	0.000175377	0.000324324	0	0	0	0
AT5G63400.1	0	0	0	0.000331257	0	0
AT5G64350.1	0	0	0	0	0	0
AT5G66720.1	0.000175377	0.000324324	0	0.000265006	0.000217202	0
AT1G24807.1	0	0	4.31065E-05	0	0	0
AT1G24909.1	0	0	4.31065E-05	0	0	0
AT1G25083.1	0	0	4.31065E-05	0	0	0
AT1G25155.1	0	0	4.31065E-05	0	0	0
AT1G25220.1	0	0	4.31065E-05	0	0	0
AT1G05910.1	0.000263066	0.000108108	0	6.62515E-05	0	0
AT1G06510.1	0	0	0	0	0	0
AT1G07040.1	0	0	0	0	0	0
AT1G11990.1	8.76885E-05	0	0	0	7.24008E-05	0
AT1G16445.1	0	0	0	0	0	0
AT1G19920.1	0	0	0	0	0	0
AT1G27200.1	0.000263066	0.000432432	0	0	0	0
AT1G27385.1	0	0	0	0	0	0
AT1G32160.1	8.76885E-05	0.000216216	7.18442E-05	0	0	0.000140115
AT1G48470.1	0.000175377	0	0.000143688	6.62515E-05	0	0
AT1G49650.1	0	0	0	0	0.000144802	7.00574E-05
AT1G68730.1	0.000175377	0.000216216	0.000143688	0	7.24008E-05	0
AT1G68890.1	0	0	0	0	0	0
AT1G70250.1	0	0	0.000143688	0	0	0
AT1G73090.1	0	0	0	0.000132503	0	0
AT2G01350.1	0	0	0	0	0	0
AT2G11890.1	0	0	0.000143688	0	7.24008E-05	0
AT2G14260.1	0	0	0.000143688	0	0	0
AT2G17630.1	0.000263066	0	0.000359221	0	0	0
AT2G23290.1	0	0	0	0.000132503	0	0
AT2G23820.1	0	0	0	0.000265006	0.000217202	0.000140115
AT2G25605.1	0	0	0	6.62515E-05	0	0
AT2G26980.1	8.76885E-05	0.000108108	0	0	0	0
AT2G32500.1	0	0	0	0.000132503	0.000217202	0.000140115
AT2G34070.1	8.76885E-05	0	0	0	0	0
AT2G36230.1	0	0	0	0.000132503	0	0.000210172
AT2G37020.1	0	0	0	0.000397509	0.000144802	0.000210172
AT2G37080.1	0	0	0.000143688	0	0	0
AT2G42480.1	0.000263066	0	0	0	0	0
AT3G01120.1	0.000263066	0	0.000143688	0.000265006	0.000144802	0.000140115
AT3G10405.1	0	0	0	0	0	0
AT3G10790.1	0	0	0	0.000132503	0	0
AT3G14390.1	0.000482287	0.000216216	0	0	0	0
AT3G17820.1	0	0	0.000143688	0	0	0
AT3G58660.1	0	0	0.000143688	0	0	0
AT3G60440.1	0	0	0	0.000132503	0.000144802	7.00574E-05
AT3G61620.1	0	0	0	0	0	0.000140115
AT4G05090.1	0	0	0	0	0.000144802	0
AT4G11570.1	0	0	0	0	0	0
AT4G24175.1	0	0	0	0	0	0
AT4G25840.1	0	0	7.18442E-05	6.62515E-05	0	7.00574E-05
AT4G33590.1	0.000263066	0	0	0	0	0
AT4G39540.1	0	0	0	0	0	0
AT5G01730.1	0	0	0	0	0	0.000140115
AT5G01950.1	8.76885E-05	0	0	0	0	0
AT5G13230.1	0.000175377	0	0	0	0	0
AT5G16300.1	0	0	7.18442E-05	0	0	7.00574E-05
AT5G16790.1	0	0	0	0	0.000144802	0
AT5G17910.1	0	0	0	0.000132503	0	0
AT5G18550.1	0	0	0.000143688	6.62515E-05	0	0
AT5G18670.1	0	0	0	0	0	0
AT5G20500.1	0.000175377	0.000216216	0	0	0	0
AT5G23070.1	0	0	0	0	0	0
AT5G27280.1	0	0	0	0	0	0
AT5G42590.1	8.76885E-05	0	0.000215533	0	0.000217202	0.000140115
AT5G53850.2	0.001227639	0.000648649	0.000790287	0.001126275	0.001013611	0.000770632
AT5G60720.1	0.000350754	0.000108108	0.000143688	0.000198754	7.24008E-05	7.00574E-05
AT5G64430.1	0.000701508	0.000864865	0	0.000132503	0	0
AT5G66020.1	8.76885E-05	0	7.18442E-05	0	0	0
AT1G55490.1	0.004305507	0.008172973	0.00443279	0.006293892	0.00717492	0.008343842
AT3G13470.1	0.000692739	0.001016216	0.002392413	0	0.001419056	0.001394143
AT3G27830.1	0.000175377	0.000378378	0.000143688	9.93772E-05	0.000181002	0.000245201
AT3G27850.1	0.000175377	0.000378378	0.000143688	9.93772E-05	0.000181002	0.000245201
AT5G38410.1	0.004445808	0.007383784	0.004418421	0.004915861	0.00443093	0.006942693
AT5G38420.1	0.004445808	0.007383784	0.004418421	0.004915861	0.00443093	0.006942693
ATCG00900.1	0	0	0	0	0.000144802	0.00028023
ATCG01240.1	0	0	0	0	0.000144802	0.00028023
AT5G36700.1	0.002849877	0.003405405	0.002801925	0.003445078	0.00358384	0.002977442
AT5G36790.1	0.002849877	0.003405405	0.002801925	0.003445078	0.00358384	0.002977442
AT3G48870.1	0.001078569	0.001956757	0.00193261	0.002133298	0.002410947	0.003446826
AT5G50920.1	0.011189056	0.011102703	0.011832747	0.013753809	0.015356212	0.015636822
AT1G17650.1	0.001227639	0.000756757	0.001005819	0.00132503	0.001230814	0.001331091
AT3G09150.1	0	0	0	0	0	0
AT3G61080.1	0.000175377	0	0	0.000132503	0.000434405	0
AT4G36810.1	0.000701508	0.000648649	0.000933975	0.000861269	0.000941211	0.001190977
AT4G38460.1	8.76885E-05	0	0.000143688	0.000198754	0.000217202	0.000140115
AT5G17530.1	8.76885E-05	0.000216216	0.000646598	0.00046376	0.000579206	0.000490402
AT5G20250.4	0	0	0.000143688	0.001060024	0.001592818	0.001821494
AT1G01080.1	0	0	0.000646598	0.00046376	0.000434405	0.00056046
AT1G01090.1	0	0	0	0	0	0
AT1G01790.1	0	0.000324324	0.000574754	0.000198754	0.000941211	0.000700574
AT1G02560.1	0.003858295	0.002918919	0.002011639	0.002915066	0.002968433	0.002101723
AT1G03030.1	0	0	0	6.62515E-05	0	0
AT1G03310.1	0	0	0	0	0	7.00574E-05
AT1G03475.1	0.003156787	0.001945946	0.002730081	0.002583808	0.002606429	0.001961609
AT1G03630.1	0.000263066	0	0.000143688	0.000265006	0	0
AT1G03680.1	0.001841459	0.002162162	0.001508729	0.001258778	0.002027223	0.001331091
AT1G04420.1	0.002192213	0.00227027	0.001724262	0.000927521	0.000579206	0.001261034
AT1G05190.1	0	0.000216216	0	0	0.000217202	0.000490402
AT1G06130.1	8.76885E-05	0	0	6.62515E-05	0.000144802	0
