AT1G53240.1	0.00137671	0.00012973	4.31065E-05	0.001134241	0.000540507	0.000100025
AT3G15020.1	0	0	4.31065E-05	4.0032E-05	0	0.000100025
AT1G56410.1	0	0	0	0	0	0
AT5G02490.1	0	0	0	0	0	0
AT5G56000.1	0	0	0	0	0.000122843	0
AT5G56010.1	0	0	0	0.00060048	0.000122843	0
AT1G13440.1	0	0	0	6.672E-05	0	9.37734E-05
AT3G04120.1	0	0	0	6.672E-05	0	9.37734E-05
AT3G14415.1	0.001464398	0.001091892	0.001875135	0.00239525	0.000755482	0.0024006
AT3G14420.1	0.002130831	0.003772973	0.001070479	0.002275153	0.00170137	0.00203801
AT5G14590.1	0.000263066	0.000432432	0.000143688	0.00013344	0.000122843	6.25156E-05
AT1G04410.1	0	0	0	0.00020016	0	0
AT1G07890.1	0	0	0	0.0003336	0.000184264	0.000125031
AT1G08110.1	0.000438443	0.000324324	0	6.672E-05	0	0
AT1G09620.1	8.76885E-05	0	0	6.672E-05	0	0
AT1G10370.1	0	0	0	0	0	0
AT1G11860.1	0.002104525	0.001081081	0.000431065	0.000800641	6.14213E-05	0
AT1G13930.1	0	0	0	0.00020016	0.000122843	0
AT1G19570.1	0	0	0	0.00040032	6.14213E-05	0.000125031
AT1G20620.1	0.000640126	0.000864865	0.000596307	0.000420336	0.000737055	0.001650413
AT1G23310.1	0.003244476	0.002702703	0.001652418	0.002802242	0.002334009	0.00343836
AT1G23730.1	0	0	0.000143688	0	0	0
AT1G27450.1	8.76885E-05	0	7.18442E-05	0	0	0
AT1G32470.1	0.000719046	0.000648649	0	0.000520416	0.000429949	0.000125031
AT1G48030.1	0.000438443	0	0	0.00013344	0	0
AT1G52400.1	0.000175377	0.000648649	0.001005819	0.00053376	0.000307106	0.000437609
AT1G52410.1	0	0	0	0.00020016	0.000122843	0
AT1G56070.1	8.76885E-05	0	0	0.0003336	0.000122843	0.000125031
AT1G68010.1	0.002893722	0.004324324	0.002011639	0.001801441	0.000982741	0.002250563
AT1G76180.1	0	0	0	0	0	0
AT1G78370.1	8.76885E-05	0	0	0	0	0
AT1G78380.1	0.000526131	0	0.000215533	0.00026688	0.000307106	0.000562641
AT1G79230.1	0.000175377	0	0.000143688	0	0.000122843	0
AT1G79870.1	0	0.000108108	0	0	0	0
AT2G01210.1	0.000701508	0.000648649	0.001077664	0.001334401	0.001289847	0.001812953
AT2G05710.1	0.000789197	0.000540541	0.000574754	0.001401121	0.001289847	0.001375344
AT2G06050.1	0	0	0	6.672E-05	6.14213E-05	0
AT2G13360.1	0.003069099	0.003027027	0.001939795	0.002401922	0.001965481	0.003563391
AT2G16600.1	8.76885E-05	0	0	6.672E-05	0	0.000187547
AT2G20420.1	8.76885E-05	0	0	0.00013344	0	0
AT2G21660.1	0	0	0	0.00013344	6.14213E-05	0.000125031
AT2G26080.1	0.000359523	0.000205405	0	0.000280224	0.000122843	0
AT2G29450.1	0	0	0	0.00020016	0.000122843	0.000125031
AT2G30860.1	0.000789197	0.000540541	0.00050291	0.0003336	0.000245685	0.000312578
AT2G35370.1	0.000508593	0	0	0.000613824	0	0
AT2G36530.1	0	0	0	0.00040032	0	0.000125031
AT2G45960.1	0	0.000389189	0	6.672E-05	0.000184264	0.000312578
AT3G02780.1	0	0	0.000287377	0.00026688	0.000122843	0.000312578
AT3G06050.1	0	0.000108108	0.000143688	0.00026688	0.000122843	0
AT3G09440.1	0	0	0	0.000867361	0.000141269	0
AT3G10920.1	0.00061382	0	0.000143688	0.00060048	6.14213E-05	0
AT3G12390.1	0	0	0	0	0	0
AT3G12580.1	0	0.000108108	0	0	0	0
AT3G16240.1	0.000175377	0.000324324	0	0.00020016	0.000245685	6.25156E-05
AT3G16910.1	0.000175377	0	0	0	0	6.25156E-05
AT3G25530.1	8.76885E-05	0	0	0.00013344	0	0
AT3G26520.1	8.76885E-05	0.000216216	0	0.00013344	0.000184264	0.000250063
AT3G27890.1	0.000526131	0	0.000359221	0.00020016	0.000184264	0.000125031
AT3G53420.1	0	0.000162162	0	0	0	0.000312578
AT3G55440.1	8.76885E-05	0	0	0.000680544	0.000128985	0.000125031
AT3G61200.1	0	0	0	0.00020016	0.000122843	0.000125031
AT3G61430.1	0	0.000259459	0	0	0	0
AT3G61440.1	0	0	0	0	0	0
AT4G08870.1	0	0	0	0.0003336	0.000122843	0
AT4G09320.1	0.000350754	0.000108108	0.000143688	0.0003336	0.000122843	0.000250063
AT4G11150.1	0	0	0	0	0	0.000125031
AT4G13850.1	0	0	0	0.00013344	0	0
AT4G14570.1	0	0	0.000143688	0	0	0
AT4G16760.1	0	0	0	0	0	0.000187547
AT4G23670.1	0.000350754	0	0.000143688	0.00040032	0	0
AT4G24190.1	0	0.000108108	7.18442E-05	0	0	0
AT4G26530.1	0.000175377	0	0	0	0	0
AT4G26970.1	8.76885E-05	0	0	0	0	0
AT4G33010.1	0.003674149	0.001848649	0.00050291	0.001988257	0.000429949	0.000125031
AT4G35090.1	0.001289021	0.000972973	0.000840578	0.001654657	0.001044162	0.001662916
AT4G35100.1	0	0	0	0	0	6.25156E-05
AT4G37910.1	0	0	0	0.00020016	0	0
AT4G37930.1	0.000175377	0	0	0.00013344	0	0
AT5G02240.1	0	0	0	6.672E-05	0	0
AT5G02500.1	0.000876885	0.000108108	0	0	0.000700203	0.00068142
AT5G09660.1	0.001052262	0	0.00050291	0.001134241	0.000552792	0.001375344
AT5G10450.1	8.76885E-05	0	0	0.00040032	0	0
AT5G17420.1	0	0	0.000143688	0	0.000122843	0
AT5G17920.1	0.000789197	0.000108108	0.000215533	0.002415266	0.000737055	0.000875219
AT5G20080.1	0.000175377	0.000216216	0	0.0003336	0.000184264	0
AT5G26000.1	0.000350754	0.000216216	0.000143688	0	0	0.000125031
AT5G38480.1	0	0	0	0.00013344	0	0
AT5G41670.1	0.000438443	0.000108108	0.000431065	0.000420336	0.000571218	0.000631408
AT5G56030.2	0	0	0	0.00060048	0.000122843	0
AT5G57870.1	0.000175377	0.000324324	0	0	0	0
AT5G63400.1	0	0	0	6.672E-05	6.14213E-05	6.25156E-05
AT5G64350.1	0	0	0	0.00013344	0.000122843	0
AT5G66720.1	0.000175377	0.000324324	0	0.00046704	0.000307106	0.000375094
AT1G24807.1	0	0	4.31065E-05	0	6.14213E-05	5.00125E-05
AT1G24909.1	0	0	4.31065E-05	0	6.14213E-05	5.00125E-05
AT1G25083.1	0	0	4.31065E-05	0	6.14213E-05	5.00125E-05
AT1G25155.1	0	0	4.31065E-05	0	6.14213E-05	5.00125E-05
AT1G25220.1	0	0	4.31065E-05	0	6.14213E-05	5.00125E-05
AT1G05910.1	0.000263066	0.000108108	0	0	0	0
AT1G06510.1	0	0	0	0.00013344	0.000184264	0
AT1G07040.1	0	0	0	0	0	0.000312578
AT1G11990.1	8.76885E-05	0	0	0	0	0
AT1G16445.1	0	0	0	0	0	0.000125031
AT1G19920.1	0	0	0	6.672E-05	6.14213E-05	0
AT1G27200.1	0.000263066	0.000432432	0	0	0	0
AT1G27385.1	0	0	0	0	0.000184264	6.25156E-05
AT1G32160.1	8.76885E-05	0.000216216	7.18442E-05	6.672E-05	0	0.000250063
AT1G48470.1	0.000175377	0	0.000143688	0	0	0
AT1G49650.1	0	0	0	0.00013344	0.000122843	0.000187547
AT1G68730.1	0.000175377	0.000216216	0.000143688	0.00013344	0.000122843	0
AT1G68890.1	0	0	0	0	0.000122843	0
AT1G70250.1	0	0	0.000143688	0	0	0
AT1G73090.1	0	0	0	6.672E-05	0	0
AT2G01350.1	0	0	0	0	0	0.000125031
AT2G11890.1	0	0	0.000143688	0	0	0
AT2G14260.1	0	0	0.000143688	0	0	0
