Best model	R1	R4	R7	R6	R8	R9
Glyma07g01630.1	0	0	0	0.000187085	0	0
Glyma06g40790.1	0.000187085	0	0	0	0	0
Glyma11g19800.1	9.35427E-05	0	0	0	9.35427E-05	0
Glyma08g00300.1	9.35427E-05	9.35427E-05	0	0	0	0
Glyma06g48360.5	0	0	0.000187085	0	0	0
Glyma15g06600.1	0	0	9.35427E-05	0	9.35427E-05	0
Glyma08g10010.1	0	0.000187085	0	0	0	0
Glyma05g06810.1	0.000187085	0	0	0	0	0
Glyma16g33230.1	0	0	0	0	0.000187085	0
Glyma15g13910.1	9.35427E-05	0	0	9.35427E-05	0	0
Glyma03g28290.1	9.35427E-05	0	0	9.35427E-05	0	0
Glyma10g08700.1	0	0.000187085	0	0	0	0
Glyma06g03150.1	0	0	0	0	0	0.000187085
Glyma12g32970.1	9.35427E-05	0	0	0	9.35427E-05	0
Glyma17g01320.1	0	9.35427E-05	9.35427E-05	0	0	0
Glyma0023s00410.1	0	0	0.000187085	0	0	0
Glyma03g00470.1	0	0	0.000187085	0	0	0
Glyma08g10340.1	0	0	9.35427E-05	0	9.35427E-05	0
Glyma16g00670.1	0	0	0	0	0	0.000187085
Glyma03g22740.1	9.35427E-05	9.35427E-05	0	0	0	0
Glyma04g04730.1	9.35427E-05	0	0	0	0	9.35427E-05
Glyma02g37400.1	9.35427E-05	0	0	0	0	9.35427E-05
Glyma02g00280.1	9.35427E-05	0	0	9.35427E-05	0	0
Glyma03g34740.1	0.000187085	0	0	0	0	0
Glyma17g29740.1	9.35427E-05	0	0	9.35427E-05	0	0
Glyma17g09740.1	9.35427E-05	0	0	0	0	9.35427E-05
Glyma04g02140.1	9.35427E-05	0	0	0	0	9.35427E-05
Glyma07g02640.1	0	0.000187085	0	0	0	0
Glyma03g00920.1	0	0.000187085	0	0	0	0
Glyma04g00770.3	0	0	0	0	0	0.000187085
Glyma20g10880.1	0	9.35427E-05	0	9.35427E-05	0	0
Glyma06g07980.2	0.000187085	0	0	0	0	0
Glyma18g51260.1	0	9.35427E-05	0	0	0	9.35427E-05
Glyma20g16070.1	0	0	0	9.35427E-05	0	9.35427E-05
Glyma08g27130.1	9.35427E-05	0	9.35427E-05	0	0	0
Glyma12g08820.1	0	0	0	0	0.000187085	0
Glyma13g36750.1	0	0	0.000187085	0	0	0
Glyma04g40550.1	0	0	0.000187085	0	0	0
Glyma19g42020.1	9.35427E-05	0	0	9.35427E-05	0	0
Glyma09g31620.1	9.35427E-05	0	0	0	9.35427E-05	0
Glyma08g03730.1	0	9.35427E-05	9.35427E-05	0	0	0
Glyma15g42860.1	0	0	0	0	0.000187085	0
Glyma10g29380.1	0	0	0	9.35427E-05	0	9.35427E-05
Glyma13g07130.1	0	0	0	0	0.000187085	0
Glyma07g25710.1	9.35427E-05	0	0	0	0	9.35427E-05
Glyma16g34300.1	0	0	0.000187085	0	0	0
Glyma08g05470.1	0	0	9.35427E-05	0	9.35427E-05	0
Glyma17g33020.1	0	0	0	9.35427E-05	0	9.35427E-05
Glyma06g04810.1	0	9.35427E-05	9.35427E-05	0	0	0
Glyma05g29330.1	0	0	0.000187085	0	0	0
Glyma06g20200.1	9.35427E-05	0	0	0	0	9.35427E-05
Glyma05g03210.1	0	0.000187085	0	0	0	0
Glyma09g21020.1	0	0.000187085	0	0	0	0
Glyma03g38550.1	0.000187085	0	0	0	0	0
Glyma12g06350.1	9.35427E-05	0	0	0	0	9.35427E-05
Glyma20g28150.1	0	0	0	0	0.000187085	0
Glyma07g30750.1	0	0.000187085	0	0	0	0
Glyma11g25680.1	0	9.35427E-05	0	9.35427E-05	0	0
Glyma04g40030.1	0	0.000187085	0	0	0	0
Glyma13g05130.1	0	0.000187085	0	0	0	0
Glyma06g14820.1	0	0	0	0	0	0.000187085
Glyma19g42330.1	9.35427E-05	0	9.35427E-05	0	0	0
Glyma14g03000.1	0.000187085	0	0	0	0	0
Glyma19g38450.1	0	0.000187085	0	0	0	0
Glyma05g29990.1	0	0.000187085	0	0	0	0
Glyma15g09560.1	0	9.35427E-05	9.35427E-05	0	0	0
Glyma02g03990.1	0	4.67714E-05	0	5.61256E-05	9.35427E-05	0
Glyma04g32950.1	0	0	0	0	0.00019644	0
Glyma19g30210.1	0.00019644	0	0	0	0	0
Glyma13g04050.1	0.00019644	0	0	0	0	0
Glyma11g10210.1	0	0.00019644	0	0	0	0
Glyma12g07780.1	0	0	0	0	0.00019644	0
Glyma05g07020.2	0.00019644	0	0	0	0	0
Glyma12g04430.1	0	0	0	0.00019644	0	0
Glyma09g34270.1	0.00019644	0	0	0	0	0
Glyma18g46140.1	0	0.00019644	0	0	0	0
Glyma04g39800.2	0	0	0	0	0	0.00019644
Glyma13g44940.1	0	0	0.00013096	0	9.35427E-05	0
Glyma10g30400.2	0	0.000187085	0	3.74171E-05	0	0
Glyma10g34310.1	3.74171E-05	0	0	9.35427E-05	9.35427E-05	0
Glyma08g24460.1	0	0	0.000140314	0	9.35427E-05	0
Glyma11g06720.1	7.48342E-05	6.54799E-05	0	3.74171E-05	0	5.61256E-05
Glyma08g24460.2	0	0	0.000140314	9.35427E-05	0	0
Glyma08g17000.1	0	0	0.000140314	0	9.35427E-05	0
Glyma12g09710.1	0	0	0	0.000140314	0	9.35427E-05
Glyma11g08370.1	0	0	9.35427E-05	0	0	0.000149668
Glyma06g17930.3	0.000149668	0	0	0	9.35427E-05	0
Glyma10g30400.1	0	0	0	0	0	0.000243211
Glyma15g16150.1	0	0	0	0.000243211	0	0
Glyma13g29660.1	0.000187085	0	0	5.61256E-05	0	0
Glyma14g00760.2	0	0	9.35427E-05	0	0	0.000159023
Glyma04g35950.1	0	3.74171E-05	0	0	0.000159023	5.61256E-05
Glyma17g11790.1	0	0	0	0	0	0.00026192
Glyma12g05460.4	0.000187085	0	0	0	0	7.48342E-05
Glyma13g16570.1	0.000215148	0	0	5.61256E-05	0	0
Glyma01g43470.1	0	0	0	0	0.000187085	9.35427E-05
Glyma07g02270.1	0.000280628	0	0	0	0	0
Glyma03g32800.1	0	0	0	0	0	0.000280628
Glyma08g03180.1	0	0	0	0	0	0.000280628
Glyma07g03260.1	0.000280628	0	0	0	0	0
Glyma10g40960.1	0	0	0	0	0.000280628	0
Glyma11g07510.1	0	0	0	0	0	0.000280628
Glyma15g00560.2	0.000280628	0	0	0	0	0
Glyma02g46020.3	0	0	0	0	0	0.000280628
Glyma06g10670.1	0	0	0	0	0	0.000280628
Glyma08g36700.1	0	0	0	0.000280628	0	0
Glyma17g17520.1	0.000149668	0	0	0	0	0.00013096
Glyma02g07910.1	0	0	0	0	0	0.000280628
Glyma08g15960.1	0.000280628	0	0	0	0	0
Glyma04g37770.1	0	0	0	0	0	0.000280628
Glyma14g38860.1	9.35427E-05	0	0	0	9.35427E-05	9.35427E-05
Glyma05g02710.1	0.000187085	0	0	0	0	9.35427E-05
Glyma15g42940.1	0	0	0	0	0	0.000280628
Glyma11g09350.1	0	0	0	9.35427E-05	0	0.000187085
Glyma11g01860.1	0	0	0	0	0	0.000280628
Glyma13g30780.1	0	0	0	0	0.000280628	0
Glyma17g23940.1	0	0	0	9.35427E-05	0	0.000187085
Glyma12g30260.1	0	0	0	0	0.000280628	0
Glyma03g34050.1	0	0	0	0	0.000187085	9.35427E-05
Glyma15g10750.1	0	0	0	0	0	0.000280628
Glyma05g02670.1	9.35427E-05	0	0	0	0	0.000187085
Glyma13g36500.1	0	0	0	9.35427E-05	9.35427E-05	9.35427E-05
Glyma07g00240.1	0	0	0.000187085	0	9.35427E-05	0
Glyma15g12230.1	0	9.35427E-05	0	0	0	0.000187085
Glyma04g07610.3	0	0	0	0	0.000280628	0
Glyma20g38570.1	0	0	9.35427E-05	0	0	0.000187085
Glyma08g21370.1	0	0.000280628	0	0	0	0
Glyma13g19430.1	0	0	0	0.000280628	0	0
Glyma15g06020.1	0	0	0	0	0	0.000280628
Glyma18g52980.1	9.35427E-05	0	0	0	0	0.000187085
Glyma19g39260.1	9.35427E-05	0	0	9.35427E-05	0	9.35427E-05
Glyma06g05820.1	0	0	0	9.35427E-05	0.000187085	0
Glyma06g02410.2	0	0	0	0	0.000280628	0
Glyma08g11920.1	0	0	0	0	0	0.000280628
Glyma19g07280.1	0	0	9.35427E-05	0.000187085	0	0
Glyma04g09590.1	9.35427E-05	9.35427E-05	0	0	9.35427E-05	0
Glyma10g11720.1	0	0	0	9.35427E-05	0.000187085	0
Glyma07g12850.1	9.35427E-05	0	0	0.000187085	0	0
Glyma16g33510.1	0	0	0	9.35427E-05	9.35427E-05	9.35427E-05
Glyma04g08540.1	9.35427E-05	0	9.35427E-05	9.35427E-05	0	0
Glyma19g32390.1	9.35427E-05	0	0	0.000187085	0	0
Glyma06g15580.1	0	0.000280628	0	0	0	0
Glyma01g07690.1	0	0	0	0.000187085	0	9.35427E-05
Glyma13g26630.2	0	0	0	0.000280628	0	0
Glyma05g24660.1	0	0	0	0	0	0.000280628
Glyma20g22830.1	9.35427E-05	0	0	9.35427E-05	9.35427E-05	0
Glyma11g34380.2	9.35427E-05	9.35427E-05	9.35427E-05	0	0	0
Glyma12g35880.2	0	0.000280628	0	0	0	0
Glyma08g04460.1	9.35427E-05	0	0	9.35427E-05	0	9.35427E-05
Glyma14g05270.1	0	9.35427E-05	9.35427E-05	0	0	9.35427E-05
Glyma06g02410.1	0.000187085	0	0	0	9.35427E-05	0
Glyma19g43510.1	9.35427E-05	0	0	9.35427E-05	0	9.35427E-05
Glyma01g36480.1	0	0	0	9.35427E-05	9.35427E-05	9.35427E-05
Glyma20g23000.1	0	0	0	9.35427E-05	9.35427E-05	9.35427E-05
Glyma19g05550.1	0	0	0	0	0.000280628	0
Glyma10g02400.1	9.35427E-05	0	0	9.35427E-05	9.35427E-05	0
Glyma01g45020.1	0	0.000187085	0	0	0	9.35427E-05
Glyma05g37170.1	0	0	0	0	0.000280628	0
Glyma18g05700.1	0	0	0	0.000187085	0	9.35427E-05
Glyma08g12480.1	0	0.000187085	0	9.35427E-05	0	0
Glyma08g03210.1	0	0	0	0	9.35427E-05	0.000187085
Glyma11g04870.1	9.35427E-05	0	0	0.000187085	0	0
Glyma11g33480.1	0	9.35427E-05	9.35427E-05	0	0	9.35427E-05
Glyma06g05410.1	0	0	0	0	0	0.000280628
Glyma01g36110.1	0	0	0.000187085	0	0	9.35427E-05
Glyma13g33960.1	0	0	0	0	0	0.000280628
Glyma08g25840.1	0	9.35427E-05	0	9.35427E-05	0	9.35427E-05
Glyma18g50320.1	9.35427E-05	0	0	9.35427E-05	9.35427E-05	0
Glyma11g15680.5	0	0	0	0	0	0.000280628
Glyma07g29630.1	9.35427E-05	0	0	9.35427E-05	0	9.35427E-05
Glyma06g13410.1	0	0	0	0	0	0.000280628
Glyma20g28930.1	0	0	0	9.35427E-05	9.35427E-05	9.35427E-05
Glyma19g37550.1	0	0	0	9.35427E-05	0	0.000187085
Glyma08g03660.1	0	0	0	0	0.000187085	9.35427E-05
Glyma9009s00200.1	9.35427E-05	0.000187085	0	0	0	0
Glyma10g29550.1	9.35427E-05	0	0	0.000187085	0	0
Glyma17g05410.1	9.35427E-05	0	0	0.000187085	0	0
Glyma08g21180.1	0.000280628	0	0	0	0	0
Glyma07g40330.1	0	0	0.000280628	0	0	0
Glyma06g12890.2	0.000280628	0	0	0	0	0
Glyma08g18860.1	0	0.000187085	0	0	9.35427E-05	0
Glyma13g04900.1	9.35427E-05	0	9.35427E-05	0	0	9.35427E-05
Glyma10g27810.1	9.35427E-05	0	0	0	0	0.000187085
Glyma11g12040.1	0	9.35427E-05	0	0	0	0.000187085
Glyma11g07510.2	0	9.35427E-05	0.000187085	0	0	0
Glyma06g19890.1	0	0	0.000280628	0	0	0
Glyma18g14510.1	9.35427E-05	0	0	0.000187085	0	0
Glyma03g01750.1	0	0	0.000280628	0	0	0
Glyma15g10700.1	0	0	0	9.35427E-05	0	0.000187085
Glyma08g35470.1	0	0	0	0	0	0.000280628
Glyma17g00910.1	0	0.000280628	0	0	0	0
Glyma06g14250.1	0	0	0	0	0.000280628	0
Glyma08g27000.1	0	0	0	0.000187085	0	9.35427E-05
Glyma09g36870.1	0	0	0	0.000280628	0	0
Glyma06g14930.1	0	0	0	0.000187085	0	9.35427E-05
Glyma02g02560.1	9.35427E-05	9.35427E-05	0	0	9.35427E-05	0
Glyma17g14320.1	0.000187085	9.35427E-05	0	0	0	0
Glyma08g47990.1	9.35427E-05	0	0	9.35427E-05	9.35427E-05	0
Glyma17g09860.1	0.000187085	0	0	9.35427E-05	0	0
Glyma14g04470.1	0	0	0	0	0	0.000280628
Glyma07g05480.1	0	0	0	0	9.35427E-05	0.000187085
Glyma03g23870.1	9.35427E-05	0	0	9.35427E-05	0	9.35427E-05
Glyma11g13070.1	0	9.35427E-05	9.35427E-05	0	9.35427E-05	0
Glyma13g42500.1	0	0.000280628	0	0	0	0
Glyma09g37450.1	0	0	0	0	9.35427E-05	0.000187085
Glyma15g04710.1	9.35427E-05	0	0	0.000187085	0	0
Glyma08g23400.1	9.35427E-05	0	0	0	9.35427E-05	9.35427E-05
Glyma19g30390.1	0	0	0	9.35427E-05	9.35427E-05	9.35427E-05
Glyma17g08010.1	0	0	0	0	0.000280628	0
Glyma14g09670.1	0	0.000187085	0	0	0	9.35427E-05
Glyma07g03850.1	0	0.000280628	0	0	0	0
Glyma19g25100.1	0	0	9.35427E-05	0	9.35427E-05	9.35427E-05
Glyma17g16950.1	9.35427E-05	0	0	0	9.35427E-05	9.35427E-05
Glyma03g28490.1	0	0	9.35427E-05	0.000187085	0	0
Glyma17g13940.2	0	9.35427E-05	0	0.000187085	0	0
Glyma13g11740.1	0	0	0.000187085	9.35427E-05	0	0
Glyma15g13700.1	0	9.35427E-05	0	0.000187085	0	0
Glyma13g16940.1	0	0.000187085	0	0	0	9.35427E-05
Glyma05g36400.1	0	0	0	9.35427E-05	0	0.000187085
Glyma0084s00210.1	9.35427E-05	0	0	0	0.000187085	0
Glyma09g10550.1	0	0	0	0.000280628	0	0
Glyma03g35470.1	9.35427E-05	0	9.35427E-05	0	0	9.35427E-05
Glyma01g43880.1	0	0	0.000187085	9.35427E-05	0	0
Glyma10g30350.1	9.35427E-05	9.35427E-05	0	0	0	9.35427E-05
Glyma05g32640.1	0	0	0	9.35427E-05	9.35427E-05	9.35427E-05
Glyma04g42080.1	0	0	0	0	0.000280628	0
Glyma12g36940.1	0	0	0	4.67714E-05	0.000233857	0
Glyma04g01690.1	0	9.35427E-05	0	9.35427E-05	0	9.35427E-05
Glyma04g36600.1	0.000187085	0	0	0	0	9.35427E-05
Glyma07g00520.1	9.35427E-05	9.35427E-05	0	9.35427E-05	0	0
Glyma03g23910.1	9.35427E-05	0	0.000187085	0	0	0
Glyma11g05750.1	9.35427E-05	0	0	0	9.35427E-05	9.35427E-05
Glyma17g17730.1	9.35427E-05	0	0	0	0	0.000187085
Glyma09g17130.2	0.000187085	0	9.35427E-05	0	0	0
Glyma02g05190.1	9.35427E-05	0	0	0	0	0.000187085
Glyma01g03750.1	0	0	0	0	0	0.000280628
Glyma15g23180.1	0.000280628	0	0	0	0	0
Glyma05g22180.1	0.000187085	0	0	9.35427E-05	0	0
Glyma14g35440.1	9.35427E-05	0	0	0	9.35427E-05	9.35427E-05
Glyma18g47710.1	9.35427E-05	9.35427E-05	0	0	0	9.35427E-05
Glyma08g47790.2	0.000187085	0	9.35427E-05	0	0	0
Glyma9070s00200.1	9.35427E-05	0	0	0.000187085	0	0
Glyma09g02800.1	9.35427E-05	0	0	0	0	0.000187085
Glyma06g17060.1	0	0.000280628	0	0	0	0
Glyma12g18230.1	0	0	0.000187085	0	0	9.35427E-05
Glyma09g37520.1	0.000187085	9.35427E-05	0	0	0	0
Glyma09g27550.1	9.35427E-05	0	9.35427E-05	0	0	9.35427E-05
Glyma14g00500.1	0	0	0	0.000280628	0	0
Glyma18g46380.1	9.35427E-05	0	0	9.35427E-05	9.35427E-05	0
Glyma11g36760.1	0	0	9.35427E-05	0	0	0.000187085
Glyma08g19100.1	0	0	9.35427E-05	9.35427E-05	0	9.35427E-05
Glyma03g42160.1	0	0	9.35427E-05	0	0.000187085	0
Glyma06g03960.1	0	0	9.35427E-05	0.000187085	0	0
Glyma18g32900.1	0	9.35427E-05	0	0	0	0.000187085
Glyma14g04250.1	9.35427E-05	0	0	9.35427E-05	0	9.35427E-05
Glyma05g37190.1	0.000187085	9.35427E-05	0	0	0	0
Glyma20g24040.1	0	9.35427E-05	0.000187085	0	0	0
Glyma11g21020.1	0	9.35427E-05	0	9.35427E-05	0	9.35427E-05
Glyma17g34960.1	0	0	9.35427E-05	9.35427E-05	0	9.35427E-05
Glyma19g36070.1	9.35427E-05	0	9.35427E-05	9.35427E-05	0	0
Glyma10g42490.1	9.35427E-05	0	0	0	9.35427E-05	9.35427E-05
Glyma13g06040.1	0	0	0	0	0	0.000280628
Glyma17g35490.1	0	0.000187085	9.35427E-05	0	0	0
Glyma20g31630.1	0	0	0	0	0	0.000280628
Glyma13g16460.1	0.000280628	0	0	0	0	0
Glyma13g29410.1	0	0	9.35427E-05	9.35427E-05	0	9.35427E-05
Glyma17g38090.1	9.35427E-05	0	0	0.000187085	0	0
Glyma02g25300.1	0	0.000187085	9.35427E-05	0	0	0
Glyma06g32860.1	0.000280628	0	0	0	0	0
Glyma02g15150.1	0	0.000280628	0	0	0	0
Glyma05g36260.1	0	0	0.000187085	0	0	9.35427E-05
Glyma12g30830.1	9.35427E-05	0	0.000187085	0	0	0
Glyma08g07590.1	9.35427E-05	0	0	9.35427E-05	0	9.35427E-05
Glyma01g02570.1	9.35427E-05	9.35427E-05	0	9.35427E-05	0	0
Glyma17g06110.1	0.000140314	0	0	5.61256E-05	0	9.35427E-05
Glyma17g33050.1	0	0	0	0	0	0.000299337
Glyma09g30370.1	0	0.000299337	0	0	0	0
Glyma08g17080.1	0	0	0	9.35427E-05	0.00013096	7.48342E-05
Glyma19g01210.1	0	0.000187085	0.000121606	0	0	0
Glyma19g35660.1	0.000159023	0	9.35427E-05	0	6.54799E-05	0
Glyma07g05320.1	0.00013096	0	0	3.74171E-05	9.35427E-05	5.61256E-05
Glyma13g19330.1	0	0.000233857	9.35427E-05	0	0	0
Glyma04g02360.2	0	0	0	0.000187085	0	0.000140314
Glyma02g04780.1	0.000140314	0.000187085	0	0	0	0
Glyma08g14280.1	0	0	0	0.0003274	0	0
Glyma02g08180.1	0.000187085	0	0.000140314	0	0	0
Glyma15g42100.1	0	0	0	9.35427E-05	0.000168377	7.48342E-05
Glyma12g05580.1	9.35427E-05	0	0	0	0.000140314	0.000121606
Glyma16g27030.1	0.000187085	0	0	0	0	0.000168377
Glyma14g24270.1	0	0.000364817	0	0	0	0
Glyma16g21920.1	0.000243211	0	0	0	0.000121606	0
Glyma03g27460.1	0	0	0	0	0.000187085	0.000187085
Glyma05g34630.1	0	0	0	0	0	0.000374171
Glyma02g01700.1	0	0	0	0	0	0.000374171
Glyma07g29670.1	9.35427E-05	0	0	0	0	0.000280628
Glyma09g36120.1	0	0	0	9.35427E-05	9.35427E-05	0.000187085
Glyma14g13480.1	0.000187085	0	0	0	0.000187085	0
Glyma08g09890.1	0	0	0.000187085	0.000187085	0	0
Glyma04g16340.1	0	0	0	0.000187085	0.000187085	0
Glyma17g17530.1	9.35427E-05	0	9.35427E-05	0.000187085	0	0
Glyma01g26350.1	0	0	0	0.000187085	9.35427E-05	9.35427E-05
Glyma18g10460.1	0.000280628	0	0	9.35427E-05	0	0
Glyma02g37080.1	0	9.35427E-05	0.000280628	0	0	0
Glyma03g39130.1	0	0	0	9.35427E-05	0	0.000280628
Glyma20g23680.1	0	0.000374171	0	0	0	0
Glyma11g08350.1	0	0.000187085	0	0.000187085	0	0
Glyma13g05920.1	0.000280628	9.35427E-05	0	0	0	0
Glyma18g18880.1	0	9.35427E-05	0	0	0.000187085	9.35427E-05
Glyma09g39130.1	0	9.35427E-05	9.35427E-05	0	9.35427E-05	9.35427E-05
Glyma16g33240.1	0.000280628	0	0	9.35427E-05	0	0
Glyma01g04710.1	0	0	0	0.000374171	0	0
Glyma20g08930.1	0	0	0	9.35427E-05	0.000280628	0
Glyma14g07120.1	0.000187085	0	0	0.000187085	0	0
Glyma06g16920.1	0.000280628	0	0	0	0	9.35427E-05
Glyma02g45880.1	0	9.35427E-05	0	9.35427E-05	0	0.000187085
Glyma15g20680.1	0.000187085	0	0	0.000187085	0	0
Glyma10g40900.1	0	0	0	0.000187085	0	0.000187085
Glyma07g06300.1	0	0	0	0.000374171	0	0
Glyma05g35880.1	0	0	0	0	0	0.000374171
Glyma04g37330.1	0.000187085	0	0.000187085	0	0	0
Glyma02g44460.1	0	0.000374171	0	0	0	0
Glyma13g24200.1	0	0	0	0.000187085	0.000187085	0
Glyma13g43820.2	0	0	9.35427E-05	9.35427E-05	0	0.000187085
Glyma16g07980.1	0.000187085	0	0	0.000187085	0	0
Glyma09g22580.1	9.35427E-05	0	0	0	0.000187085	9.35427E-05
Glyma18g44040.1	0	0	9.35427E-05	0.000187085	0	9.35427E-05
Glyma16g27440.1	0	0	0.000187085	0	0	0.000187085
Glyma13g04120.1	0	9.35427E-05	9.35427E-05	0	0.000187085	0
Glyma14g05100.1	0	0.000187085	9.35427E-05	0	0	9.35427E-05
Glyma12g36810.1	0	0	0	0.000280628	9.35427E-05	0
Glyma20g30080.1	0	0	9.35427E-05	0	0	0.000280628
Glyma03g17920.1	0	0	9.35427E-05	9.35427E-05	0.000187085	0
Glyma06g12760.1	0	0	0	0.000280628	0	9.35427E-05
Glyma05g36450.1	9.35427E-05	9.35427E-05	0	0	0	0.000187085
Glyma08g21840.2	0	0	0.000374171	0	0	0
Glyma05g28770.1	9.35427E-05	0	0	9.35427E-05	0	0.000187085
Glyma16g03370.1	0	0	0.000374171	0	0	0
Glyma15g13380.1	0	0	9.35427E-05	0.000187085	9.35427E-05	0
Glyma09g15900.1	0.000187085	0	0	0	0.000187085	0
Glyma14g28120.1	0	0	0	0.000187085	0.000187085	0
Glyma09g28120.1	0.000187085	0	0	9.35427E-05	9.35427E-05	0
Glyma03g26740.1	0.000280628	0	0	0	0	9.35427E-05
Glyma05g04300.1	0	0	9.35427E-05	9.35427E-05	0	0.000187085
Glyma06g40800.1	0	0	0	0	9.35427E-05	0.000280628
Glyma17g04350.1	0	9.35427E-05	9.35427E-05	9.35427E-05	0	9.35427E-05
Glyma02g12370.1	0	0	9.35427E-05	0.000280628	0	0
Glyma19g44010.1	0.000187085	0.000187085	0	0	0	0
Glyma16g32400.1	0	0	0	0.000374171	0	0
Glyma06g11240.1	0	0	0	9.35427E-05	0	0.000280628
Glyma04g43080.1	0	0	0.000187085	0	0.000187085	0
Glyma08g02950.1	0	0	0	9.35427E-05	9.35427E-05	0.000187085
Glyma01g05320.1	9.35427E-05	0	9.35427E-05	9.35427E-05	9.35427E-05	0
Glyma06g12110.1	9.35427E-05	0.000187085	0	0	0	9.35427E-05
Glyma13g20390.1	0	0	0.000374171	0	0	0
Glyma05g03010.1	0.000280628	0	0	9.35427E-05	0	0
Glyma10g41010.1	0	0	0	0.000280628	0	9.35427E-05
Glyma04g08710.1	9.35427E-05	0	9.35427E-05	0	0	0.000187085
Glyma11g01840.1	0	9.35427E-05	0	0.000187085	0	9.35427E-05
Glyma17g13670.1	0	0	0	0	0.000374171	0
Glyma15g42460.1	0	0	0	0.000374171	0	0
Glyma02g34060.1	0	0	0	0	0	0.000374171
Glyma19g01160.1	0	0	0	9.35427E-05	9.35427E-05	0.000187085
Glyma02g42890.1	9.35427E-05	9.35427E-05	0	0	9.35427E-05	9.35427E-05
Glyma18g50180.1	9.35427E-05	0	0	0	9.35427E-05	0.000187085
Glyma20g03950.1	9.35427E-05	9.35427E-05	0	0	0	0.000187085
Glyma08g20640.1	9.35427E-05	9.35427E-05	0	0	9.35427E-05	9.35427E-05
Glyma04g42010.1	0	0	0	9.35427E-05	0	0.000280628
Glyma15g13140.1	9.35427E-05	0	9.35427E-05	9.35427E-05	0	9.35427E-05
Glyma0048s00270.1	0	9.35427E-05	0	0.000280628	0	0
Glyma08g00990.1	9.35427E-05	9.35427E-05	9.35427E-05	9.35427E-05	0	0
Glyma02g47430.1	9.35427E-05	0	0	9.35427E-05	9.35427E-05	9.35427E-05
Glyma19g44140.1	0	0	0.000374171	0	0	0
Glyma13g07220.1	0	9.35427E-05	0	9.35427E-05	9.35427E-05	9.35427E-05
Glyma11g33160.1	0	0	0	9.35427E-05	9.35427E-05	0.000187085
Glyma14g34480.1	0	9.35427E-05	0	9.35427E-05	0	0.000187085
Glyma06g43820.1	0	0	9.35427E-05	0.000187085	0	9.35427E-05
Glyma11g07530.4	0	0	0	0.000187085	0	0.000187085
Glyma11g10070.1	0	0.000187085	9.35427E-05	0	0	9.35427E-05
Glyma20g01850.1	0	0	0	0.000280628	9.35427E-05	0
Glyma17g05760.1	0.000187085	0	0	9.35427E-05	9.35427E-05	0
Glyma06g08220.1	0	0	9.35427E-05	9.35427E-05	9.35427E-05	9.35427E-05
Glyma18g45120.1	0	0	0	0	0	0.000374171
Glyma15g15830.1	0	0	0	0	0.000374171	0
Glyma02g46070.1	9.35427E-05	0	0	0.000187085	0	9.35427E-05
Glyma13g32680.1	9.35427E-05	0.000187085	0	0	9.35427E-05	0
Glyma01g35030.1	0	0.000187085	0.000187085	0	0	0
Glyma16g04160.1	0.000187085	0	0.000187085	0	0	0
Glyma20g17170.1	0	0	0.000187085	9.35427E-05	9.35427E-05	0
Glyma12g00510.1	9.35427E-05	0	0	0	0.000280628	0
Glyma20g28420.2	0.000187085	0	0	0	0	0.000187085
Glyma14g18340.1	9.35427E-05	0	9.35427E-05	9.35427E-05	9.35427E-05	0
Glyma09g11960.1	0	0	0.000187085	9.35427E-05	0	9.35427E-05
Glyma18g12090.1	0	0	9.35427E-05	0	0	0.000280628
Glyma16g07970.1	0.000187085	0	9.35427E-05	9.35427E-05	0	0
Glyma16g24290.1	0	9.35427E-05	0	0.000187085	0	9.35427E-05
Glyma16g02940.1	0	0	0.000187085	0	0.000187085	0
Glyma12g04990.1	0	0	0	0	9.35427E-05	0.000280628
Glyma08g22180.1	0.000187085	0	0	9.35427E-05	0	9.35427E-05
Glyma16g04770.2	0	0	0	0.000374171	0	0
Glyma07g34340.1	0	0.000280628	9.35427E-05	0	0	0
Glyma06g07070.1	0	0	0	0	9.35427E-05	0.000280628
Glyma12g01580.2	0	9.35427E-05	0	0	0	0.000280628
Glyma08g47790.1	9.35427E-05	0	0.000280628	0	0	0
Glyma16g08060.1	9.35427E-05	0	0	0	0.000187085	9.35427E-05
Glyma05g36630.1	9.35427E-05	9.35427E-05	0	0	0.000187085	0
Glyma11g10490.1	0	9.35427E-05	0	0.000187085	0	9.35427E-05
Glyma18g10200.1	0	0	0	0.000187085	9.35427E-05	9.35427E-05
Glyma09g31810.1	9.35427E-05	0	0	0	0	0.000280628
Glyma14g09420.2	0.000140314	0	0	9.35427E-05	0	0.000140314
Glyma13g24050.1	0	9.35427E-05	0	0.000280628	0	0
Glyma12g06320.1	0	9.35427E-05	0.000187085	0	9.35427E-05	0
Glyma09g39610.1	9.35427E-05	9.35427E-05	0	0	0	0.000187085
Glyma04g02440.1	0	0.000187085	0	0	0	0.000187085
Glyma05g05490.1	0.000280628	9.35427E-05	0	0	0	0
Glyma04g43440.1	9.35427E-05	0.000187085	9.35427E-05	0	0	0
Glyma10g00350.1	9.35427E-05	0	9.35427E-05	9.35427E-05	0	9.35427E-05
Glyma08g19090.1	0	0	9.35427E-05	9.35427E-05	0.000187085	0
Glyma10g01400.1	0	9.35427E-05	0	0.000187085	0	9.35427E-05
Glyma20g26270.1	0.000187085	0	9.35427E-05	0	9.35427E-05	0
