Best model	R1	R4	R7	R6	R8	R9
Glyma9068s00200.1	9.35427E-05	9.35427E-05	0	9.35427E-05	0	9.35427E-05
Glyma04g00660.1	0.000187085	0	0	9.35427E-05	0	9.35427E-05
Glyma17g15820.1	0	0	0	0.000280628	0	9.35427E-05
Glyma10g29640.1	0	0	0	0	0.000374171	0
Glyma17g35070.1	9.35427E-05	0.000187085	0	0	9.35427E-05	0
Glyma04g43130.1	0	0.000280628	0	9.35427E-05	0	0
Glyma02g27260.1	0	0	9.35427E-05	9.35427E-05	0	0.000187085
Glyma02g04760.1	9.35427E-05	0.000187085	9.35427E-05	0	0	0
Glyma08g08910.1	9.35427E-05	0	0.000187085	0	0	9.35427E-05
Glyma14g20110.1	0	9.35427E-05	9.35427E-05	0	0	0.000187085
Glyma01g36070.1	9.35427E-05	0.000187085	0	9.35427E-05	0	0
Glyma20g17440.1	0	0	9.35427E-05	0	0	0.000280628
Glyma01g44000.1	9.35427E-05	0	0	0	9.35427E-05	0.000187085
Glyma07g11610.1	0.000187085	9.35427E-05	9.35427E-05	0	0	0
Glyma20g31890.1	0.000187085	0	0	0.000187085	0	0
Glyma16g06850.1	0	0	0.00019644	0	0.000187085	0
Glyma11g33970.1	0	0	9.35427E-05	9.35427E-05	0	0.00019644
Glyma14g36280.1	8.41885E-05	0.000112251	0	0	0.000187085	0
Glyma01g13170.1	0	9.35427E-05	9.35427E-05	0	0.00019644	0
Glyma13g27220.1	0	0.00019644	0.00019644	0	0	0
Glyma02g39500.1	0	0	0	9.35427E-05	0	0.000308691
Glyma09g17040.1	6.54799E-05	6.54799E-05	0	4.67714E-05	0.000112251	0.000112251
Glyma03g34120.1	1.87085E-05	0	0	0.000224503	0.00013096	2.80628E-05
Glyma12g06820.1	0.000149668	0	9.35427E-05	5.61256E-05	3.74171E-05	7.48342E-05
Glyma03g32590.2	0	0.000243211	7.48342E-05	0	9.35427E-05	0
Glyma05g22250.1	0.000168377	0	0.000187085	0	0	6.54799E-05
Glyma02g39320.1	4.67714E-05	0	0	0.000187085	0	0.000187085
Glyma19g35560.2	9.35427E-05	0	9.35427E-05	0.000140314	0	9.35427E-05
Glyma05g31070.3	9.35427E-05	0	0	0.000233857	0	9.35427E-05
Glyma10g28500.1	0.000233857	0	0	0	0.000187085	0
Glyma20g36740.1	0	0	0	0.000308691	0	0.000121606
Glyma13g07280.1	0.000187085	0	0	0	0	0.000243211
Glyma15g09410.1	0	0	0.000374171	5.61256E-05	0	0
Glyma06g19000.1	3.74171E-05	0	0	0.000121606	9.35427E-05	0.000177731
Glyma07g03780.1	7.48342E-05	0.000140314	0	0	0.000224503	0
Glyma13g30560.1	0	9.35427E-05	6.54799E-05	0.000280628	0	0
Glyma07g09370.1	9.35427E-05	0	0	0	6.54799E-05	0.000280628
Glyma05g34120.1	0.000355462	0	0	0	9.35427E-05	0
Glyma03g32950.1	0.000318045	0	0	0	0.00013096	0
Glyma07g05310.1	0.000364817	0	0	9.35427E-05	0	0
Glyma06g33380.1	0.000159023	4.67714E-05	0.000112251	0	0.000112251	2.80628E-05
Glyma07g03490.1	0	0	0.00013096	0	0	0.000336754
Glyma04g33360.1	0.000280628	0	0.000187085	0	0	0
Glyma03g28690.1	9.35427E-05	0	0	0	9.35427E-05	0.000280628
Glyma11g33700.1	9.35427E-05	0	0	0	0.000187085	0.000187085
Glyma08g19200.1	0.000187085	9.35427E-05	0.000187085	0	0	0
Glyma06g18510.1	0	0	0	0.000280628	0.000187085	0
Glyma18g49210.1	0	0	0	0	0	0.000467714
Glyma02g40290.1	9.35427E-05	0	0.000187085	0.000187085	0	0
Glyma08g20020.1	0	0	9.35427E-05	9.35427E-05	9.35427E-05	0.000187085
Glyma12g35390.1	0	0.000187085	9.35427E-05	0	0	0.000187085
Glyma08g17450.1	0	0	0	9.35427E-05	9.35427E-05	0.000280628
Glyma02g40040.1	9.35427E-05	0	0	9.35427E-05	0	0.000280628
Glyma11g12700.1	0.000280628	0.000187085	0	0	0	0
Glyma08g45420.1	0	0.000280628	0.000187085	0	0	0
Glyma05g28950.1	0	0	0	0.000280628	0	0.000187085
Glyma16g00590.1	0	0	0	0	0	0.000467714
Glyma17g07310.1	0	0	0	9.35427E-05	9.35427E-05	0.000280628
Glyma16g04730.1	0	0	0	0.000280628	0	0.000187085
Glyma12g11620.1	0	0	0	0.000467714	0	0
Glyma11g09310.1	0	0	0	9.35427E-05	0.000187085	0.000187085
Glyma17g18800.1	0.000187085	0	0	0	9.35427E-05	0.000187085
Glyma06g24780.1	0	0	0	0.000187085	0.000280628	0
Glyma10g06820.1	0	0	0	0	0	0.000467714
Glyma09g30000.1	0	0	0	9.35427E-05	0.000187085	0.000187085
Glyma01g41110.1	0	0	0	9.35427E-05	9.35427E-05	0.000280628
Glyma14g27940.1	0	0	0.000233857	0	0.000233857	0
Glyma02g14080.1	0	9.35427E-05	0	0	9.35427E-05	0.000280628
Glyma05g09280.1	0	0	0	0.000187085	0	0.000280628
Glyma04g39730.1	0	0	0	0.000187085	9.35427E-05	0.000187085
Glyma05g37150.1	0.000187085	9.35427E-05	0.000187085	0	0	0
Glyma07g16860.1	9.35427E-05	0	0	9.35427E-05	0	0.000280628
Glyma11g21010.1	0.000187085	9.35427E-05	0	0	0.000187085	0
Glyma15g11890.1	0	0.000187085	0.000280628	0	0	0
Glyma07g32330.1	0	0	0.000187085	0	0	0.000280628
Glyma08g16370.1	9.35427E-05	0.000187085	0	0.000187085	0	0
Glyma18g52860.1	9.35427E-05	9.35427E-05	9.35427E-05	0	0	0.000187085
Glyma09g24900.1	0	0	9.35427E-05	0.000187085	0.000187085	0
Glyma10g17110.1	9.35427E-05	0	9.35427E-05	9.35427E-05	0	0.000187085
Glyma09g11460.1	9.35427E-05	0	0	9.35427E-05	0.000280628	0
Glyma16g25390.1	9.35427E-05	0	0	0	0.000187085	0.000187085
Glyma06g14820.3	9.35427E-05	0	0	0	9.35427E-05	0.000280628
Glyma12g24150.1	0	0	9.35427E-05	0.000187085	0	0.000187085
Glyma10g32850.1	0	0	0	0	0.000280628	0.000187085
Glyma11g36690.1	0.000187085	0	0	0	0	0.000280628
Glyma08g12120.1	9.35427E-05	0	0	9.35427E-05	0.000280628	0
Glyma10g29580.1	9.35427E-05	0	0.000187085	0.000187085	0	0
Glyma9046s00200.1	0	0	0	0.000280628	0.000187085	0
Glyma18g52250.1	9.35427E-05	9.35427E-05	0	0	0	0.000280628
Glyma09g36080.1	0	0	0	9.35427E-05	9.35427E-05	0.000280628
Glyma19g05020.1	0	0	0.000187085	0.000280628	0	0
Glyma04g40420.1	0	9.35427E-05	0	0.000187085	0	0.000187085
Glyma11g15900.1	0	0	0	0	0	0.000467714
Glyma13g26630.1	0	0	0.000280628	0	0.000187085	0
Glyma02g06040.1	0.000280628	0	0	0	0	0.000187085
Glyma11g04310.1	0	0	0	9.35427E-05	9.35427E-05	0.000280628
Glyma15g40200.1	0	0	0	0.000187085	0.000280628	0
Glyma19g41150.1	0.000280628	0	0	0	0.000187085	0
Glyma13g27480.1	0	0.000280628	0	0	0	0.000187085
Glyma09g37020.1	0.000187085	0.000187085	0	9.35427E-05	0	0
Glyma11g10040.1	0.000187085	0	0	0	0.000187085	9.35427E-05
Glyma15g38670.1	0	0.000187085	0	0.000187085	0	9.35427E-05
Glyma01g00560.1	0.000187085	0	0	9.35427E-05	9.35427E-05	9.35427E-05
Glyma11g19680.1	0	0.000187085	9.35427E-05	0	9.35427E-05	9.35427E-05
Glyma07g14490.1	0	0	9.35427E-05	0.000187085	9.35427E-05	9.35427E-05
Glyma04g38420.1	0.000187085	0	0	0.000187085	9.35427E-05	0
Glyma06g14220.1	9.35427E-05	0.000280628	0	9.35427E-05	0	0
Glyma19g35150.1	9.35427E-05	0	0	0.000187085	9.35427E-05	9.35427E-05
Glyma07g02610.1	0	0	0	0.000280628	9.35427E-05	9.35427E-05
Glyma06g48340.1	9.35427E-05	9.35427E-05	0	0.000187085	0	9.35427E-05
Glyma08g24750.1	0	0	0	9.35427E-05	0	0.000374171
Glyma11g02380.1	0	0	0	0.000187085	0.000187085	9.35427E-05
Glyma03g03280.1	0	9.35427E-05	0	0	0.000280628	9.35427E-05
Glyma13g10700.1	0	9.35427E-05	9.35427E-05	0.000187085	9.35427E-05	0
Glyma13g04540.2	0	0	9.35427E-05	0.000187085	9.35427E-05	9.35427E-05
Glyma13g41560.1	0	0.000280628	9.35427E-05	0	0	9.35427E-05
Glyma20g39350.1	0.000187085	0.000187085	9.35427E-05	0	0	0
Glyma08g11970.1	0	9.35427E-05	0	0.000280628	9.35427E-05	0
Glyma17g26630.1	9.35427E-05	0	0	0.000374171	0	0
Glyma09g04480.1	0	0	0	0.000187085	0.000187085	9.35427E-05
Glyma07g09640.1	9.35427E-05	0	0	0.000187085	9.35427E-05	9.35427E-05
Glyma05g04290.1	9.35427E-05	9.35427E-05	0	0.000187085	9.35427E-05	0
Glyma08g46860.1	0	0.000187085	0.000187085	0	9.35427E-05	0
Glyma07g19850.1	9.35427E-05	0	0.000280628	0	0	9.35427E-05
Glyma05g00330.1	0	0	0.000374171	0	0	9.35427E-05
Glyma10g02060.1	0.000187085	0.000187085	9.35427E-05	0	0	0
Glyma04g06320.1	0.000187085	0	0	0.000187085	9.35427E-05	0
Glyma05g34360.1	9.35427E-05	0	0	0	0.000374171	0
Glyma03g31470.1	0.000187085	0	0	0.000187085	0	9.35427E-05
Glyma08g13680.1	0	0.000374171	0	0	9.35427E-05	0
Glyma18g50090.1	0	0	0	0.000280628	9.35427E-05	9.35427E-05
Glyma01g31830.1	0.000374171	9.35427E-05	0	0	0	0
Glyma06g02330.1	0	9.35427E-05	0	0.000187085	9.35427E-05	9.35427E-05
Glyma12g12710.1	0	0	0	0.000187085	0.000187085	9.35427E-05
Glyma06g11890.1	9.35427E-05	0	0	0.000374171	0	0
Glyma11g12230.1	0	0.000187085	9.35427E-05	0	9.35427E-05	9.35427E-05
Glyma12g04490.1	0.000280628	9.35427E-05	0	9.35427E-05	0	0
Glyma16g02880.1	0	0.000374171	9.35427E-05	0	0	0
Glyma05g30530.1	0	0	9.35427E-05	0	0.000374171	0
Glyma02g28000.1	9.35427E-05	0	0	0.000374171	0	0
Glyma11g04560.1	9.35427E-05	9.35427E-05	0.000187085	0	0	9.35427E-05
Glyma10g44560.1	0.000187085	0	0	0.000187085	9.35427E-05	0
Glyma15g05720.1	0.000280628	0	0	9.35427E-05	9.35427E-05	0
Glyma05g33540.1	0.000187085	0	0	0.000187085	0	9.35427E-05
Glyma18g10170.1	0.000187085	0	0	0.000187085	9.35427E-05	0
Glyma06g10490.1	0	9.35427E-05	0	9.35427E-05	0.000187085	9.35427E-05
Glyma08g26860.1	9.35427E-05	0.000187085	9.35427E-05	0	0	9.35427E-05
Glyma12g02200.1	0	9.35427E-05	0	0	0	0.000374171
Glyma15g32540.1	0	0	0	0	0.000374171	9.35427E-05
Glyma01g03830.1	0.000187085	9.35427E-05	0	9.35427E-05	0	9.35427E-05
Glyma19g35780.1	0	9.35427E-05	9.35427E-05	9.35427E-05	9.35427E-05	9.35427E-05
Glyma08g45810.1	0.000374171	0	0	0	0	9.35427E-05
Glyma20g33080.1	0.000187085	0	0	0.000187085	9.35427E-05	0
Glyma13g35480.1	0	0.000374171	0	0	9.35427E-05	0
Glyma16g02150.1	0	0.000374171	9.35427E-05	0	0	0
Glyma05g35890.1	0.000374171	0	0	0	9.35427E-05	0
Glyma17g12530.1	9.35427E-05	0	9.35427E-05	0.000187085	0	9.35427E-05
Glyma08g03740.1	9.35427E-05	0.000280628	9.35427E-05	0	0	0
Glyma15g11910.1	9.35427E-05	0	9.35427E-05	0.000187085	0	9.35427E-05
Glyma01g00870.1	9.35427E-05	0.000374171	0	0	0	0
Glyma03g12070.1	0	0.000112251	0	0.000364817	0	0
Glyma01g38580.1	0.000149668	0	0	3.74171E-05	2.80628E-05	0.00026192
Glyma04g41540.1	0.00019644	0	0	0	0.000187085	9.35427E-05
Glyma11g12200.1	0.00019644	0	0	0	0.000280628	0
Glyma03g40860.1	0.000486422	0	0	0	0	0
Glyma05g10840.1	0	0	0	0	0.00013096	0.000364817
Glyma06g17930.1	0.000215148	0	0	9.35427E-05	0	0.000187085
Glyma20g38950.1	0	0	0	0.000364817	0	0.000149668
Glyma10g32620.1	0	0.000280628	0.000233857	0	0	0
Glyma08g03270.1	0	9.35427E-05	0.000420942	0	0	0
Glyma03g38340.1	4.67714E-05	4.67714E-05	0	4.67714E-05	0.000280628	9.35427E-05
Glyma11g05170.1	0	9.35427E-05	0	0	0	0.000420942
Glyma04g02360.1	0	9.35427E-05	0	0	0	0.000420942
Glyma02g40810.1	0.000140314	9.35427E-05	0	9.35427E-05	0	0.000187085
Glyma11g25900.1	9.35427E-05	0.000280628	0	0	0	0.000140314
Glyma11g18710.1	0	0.000280628	9.35427E-05	0.000140314	0	0
Glyma07g06590.1	0	3.74171E-05	0.000121606	7.48342E-05	0	0.000280628
Glyma09g25500.1	0	9.35427E-05	0	0.000280628	0.000140314	0
Glyma12g29590.1	0	0	0	0	0.000252565	0.000280628
Glyma15g06530.1	0	0.000533194	0	0	0	0
Glyma11g12080.1	0.000149668	0	0.000299337	9.35427E-05	0	0
Glyma11g14880.1	3.74171E-05	4.67714E-05	0	0.000215148	8.41885E-05	0.000168377
Glyma16g04560.1	0	0.000364817	0	0	0	0.00019644
Glyma10g35490.1	0	0.00019644	0	0	0	0.000364817
Glyma11g37630.1	0	0	0	0.000364817	0	0.00019644
Glyma18g02450.1	0	0	0	0.000280628	0.000187085	9.35427E-05
Glyma19g40520.1	0.000187085	0	0	0.000187085	0	0.000187085
Glyma18g28130.1	9.35427E-05	0	0.000467714	0	0	0
Glyma06g46430.1	0.000187085	0.000187085	0	0	0	0.000187085
Glyma08g16420.1	0.000187085	0.000374171	0	0	0	0
Glyma05g37860.1	0	0	0	0.00026192	0	0.000299337
Glyma02g00590.1	0	0.000280628	0	0	9.35427E-05	0.000187085
Glyma03g01500.1	0	0	0	0.000280628	0	0.000280628
Glyma05g37260.1	9.35427E-05	0	9.35427E-05	0.000187085	0.000187085	0
Glyma11g36810.1	9.35427E-05	0	9.35427E-05	0.000187085	0	0.000187085
Glyma17g15090.1	0	0	9.35427E-05	0.000280628	0.000187085	0
Glyma17g06880.1	9.35427E-05	0.000467714	0	0	0	0
Glyma02g10540.1	0	0.000280628	0.000187085	9.35427E-05	0	0
Glyma06g05350.1	0	9.35427E-05	9.35427E-05	0.000280628	0	9.35427E-05
Glyma09g09110.1	0.000280628	9.35427E-05	0	0	0	0.000187085
Glyma14g21790.1	0	0	0	9.35427E-05	9.35427E-05	0.000374171
Glyma09g37570.1	0	0.000561256	0	0	0	0
Glyma12g02850.1	0	0.000187085	0	0.000374171	0	0
Glyma06g00800.1	9.35427E-05	0	0	0.000280628	0	0.000187085
Glyma20g31980.1	0	0	0	0	9.35427E-05	0.000467714
Glyma07g39300.1	9.35427E-05	0	0	0	0	0.000467714
Glyma13g00780.1	9.35427E-05	9.35427E-05	0.000280628	0	0	9.35427E-05
Glyma07g35510.1	0	0.000187085	0	0.000374171	0	0
Glyma09g27230.1	0	0	0	0.000374171	0	0.000187085
Glyma10g39610.1	0	0	9.35427E-05	0.000280628	0	0.000187085
Glyma13g26610.1	0	0	0.000187085	0.000187085	0.000187085	0
Glyma04g11180.1	0	9.35427E-05	0.000187085	0	0.000187085	9.35427E-05
Glyma20g26530.1	0.000187085	0	9.35427E-05	9.35427E-05	0	0.000187085
Glyma08g40110.1	0	0	9.35427E-05	0	0.000280628	0.000187085
Glyma02g06340.1	0.000187085	0	0.000280628	0	0	9.35427E-05
Glyma10g04390.1	9.35427E-05	9.35427E-05	0.000280628	0	0	9.35427E-05
Glyma17g37400.1	0	0	9.35427E-05	9.35427E-05	0.000187085	0.000187085
Glyma18g50350.1	9.35427E-05	0.000187085	0	0.000280628	0	0
Glyma13g21030.1	9.35427E-05	0.000187085	0	0.000187085	9.35427E-05	0
Glyma06g38160.1	9.35427E-05	0	0	9.35427E-05	9.35427E-05	0.000280628
Glyma09g01080.1	0	0	0	0	9.35427E-05	0.000467714
Glyma15g24000.1	9.35427E-05	0	0.000467714	0	0	0
Glyma02g17130.1	0.000280628	0	0	0	9.35427E-05	0.000187085
Glyma12g05340.1	0.000280628	0.000187085	0	9.35427E-05	0	0
Glyma06g47520.1	9.35427E-05	0.000280628	0	0.000187085	0	0
Glyma06g10000.1	0	0	0	0.000467714	0	9.35427E-05
Glyma02g46430.1	0	0	0	0.000374171	0	0.000187085
Glyma11g00260.1	9.35427E-05	0	0	9.35427E-05	0.000280628	9.35427E-05
Glyma19g29230.1	0.000280628	0	0.000187085	0	0	9.35427E-05
Glyma02g39990.1	9.35427E-05	0	0	9.35427E-05	0.000187085	0.000187085
Glyma19g07210.1	9.35427E-05	0	0	9.35427E-05	9.35427E-05	0.000280628
Glyma17g11410.1	0.000187085	0	0	0.000374171	0	0
Glyma09g33580.1	0.000187085	0	0	9.35427E-05	0.000187085	9.35427E-05
Glyma20g29200.1	0.000187085	9.35427E-05	0	9.35427E-05	0	0.000187085
Glyma02g39390.1	0	9.35427E-05	0	9.35427E-05	0	0.000374171
Glyma10g03440.1	0	0	0	9.35427E-05	0.000187085	0.000280628
Glyma18g49070.1	0.000187085	9.35427E-05	0	9.35427E-05	0.000187085	0
Glyma09g04190.1	9.35427E-05	0.000280628	0	0	0.000187085	0
Glyma12g32330.1	0.000187085	0	0.000187085	0	0.000187085	0
Glyma03g40680.1	0	9.35427E-05	0	0.000187085	0.000280628	0
Glyma09g03250.1	9.35427E-05	0	9.35427E-05	0.000374171	0	0
Glyma16g34560.1	0	9.35427E-05	9.35427E-05	9.35427E-05	9.35427E-05	0.000187085
Glyma18g47780.1	0.000187085	9.35427E-05	9.35427E-05	0.000187085	0	0
Glyma08g09180.1	9.35427E-05	0	0	0.000280628	0	0.000187085
Glyma17g08790.1	0	0.000187085	0	0.000280628	9.35427E-05	0
Glyma12g04820.1	0	0.000280628	0.000187085	0	0	9.35427E-05
Glyma10g30360.1	9.35427E-05	0	0.000187085	9.35427E-05	0	0.000187085
Glyma10g34370.2	9.35427E-05	0.000187085	0	0	0.000187085	9.35427E-05
Glyma08g46850.1	0.000187085	0	0.000374171	0	0	0
Glyma02g37160.1	9.35427E-05	0	0	9.35427E-05	9.35427E-05	0.000280628
Glyma18g40480.1	0	0	0.000187085	9.35427E-05	0.000187085	9.35427E-05
Glyma12g35470.1	9.35427E-05	9.35427E-05	0	0.000187085	0	0.000187085
Glyma07g15110.1	0	9.35427E-05	0	9.35427E-05	9.35427E-05	0.000280628
Glyma10g38910.1	9.35427E-05	0.000280628	0.000187085	0	0	0
Glyma03g26120.1	0	0.000280628	0	9.35427E-05	0.000187085	0
Glyma02g06400.1	0	0	9.35427E-05	0.000467714	0	0
Glyma12g13240.1	0.000187085	0	0	0	0.000187085	0.000187085
Glyma16g34180.1	0	9.35427E-05	9.35427E-05	0	0	0.000374171
Glyma02g10060.1	9.35427E-05	9.35427E-05	0.000280628	9.35427E-05	0	0
Glyma11g19820.1	9.35427E-05	0	9.35427E-05	0	9.35427E-05	0.000280628
Glyma14g03560.1	0.000187085	0	0	0.000187085	0	0.000187085
Glyma09g29720.1	9.35427E-05	0	9.35427E-05	0	0.000187085	0.000187085
Glyma14g04350.1	9.35427E-05	0.000280628	0.000187085	0	0	0
Glyma13g43360.1	0.000374171	9.35427E-05	0	9.35427E-05	0	0
Glyma04g31180.1	0.000187085	0	0	0.000187085	9.35427E-05	9.35427E-05
Glyma19g31580.1	0	0	9.35427E-05	0	0.000374171	9.35427E-05
Glyma09g03660.1	0	9.35427E-05	0	0	0.000374171	9.35427E-05
Glyma09g08100.2	0	0	0.000374171	9.35427E-05	0	9.35427E-05
Glyma05g25970.1	0	0	0.000280628	9.35427E-05	9.35427E-05	9.35427E-05
Glyma17g05670.1	0	0	0	9.35427E-05	0.000374171	9.35427E-05
Glyma20g37700.1	0.000187085	0.000187085	9.35427E-05	0	9.35427E-05	0
Glyma06g01780.1	0	0	0.000187085	0.000187085	9.35427E-05	9.35427E-05
Glyma01g21570.1	0.000280628	0	0	9.35427E-05	9.35427E-05	9.35427E-05
Glyma18g52890.1	0	0	9.35427E-05	0.000280628	9.35427E-05	9.35427E-05
Glyma06g14340.1	0.000187085	9.35427E-05	9.35427E-05	9.35427E-05	0	9.35427E-05
Glyma15g06710.1	9.35427E-05	9.35427E-05	9.35427E-05	9.35427E-05	9.35427E-05	9.35427E-05
Glyma15g13680.1	0	0.000187085	9.35427E-05	9.35427E-05	9.35427E-05	9.35427E-05
Glyma15g41640.1	0.000187085	0.000187085	9.35427E-05	0	0	9.35427E-05
Glyma07g32550.1	0.000187085	9.35427E-05	6.54799E-05	4.67714E-05	0	0.000187085
Glyma05g00910.1	0	0.00039288	0	0	0.000187085	0
Glyma09g04710.1	0	0	0	0.000402234	0.000187085	0
Glyma01g38200.1	9.35427E-05	0	0.000280628	0	0.000121606	9.35427E-05
Glyma17g09120.1	0	0.000121606	0	0.000187085	9.35427E-05	0.000187085
Glyma08g43690.1	0	0	0	0	0.000224503	0.000374171
Glyma11g36620.1	9.35427E-05	0.000215148	0	0.000112251	0.000187085	0
Glyma07g39780.1	0	0	0	9.35427E-05	0	0.000514485
Glyma16g22640.1	0.000233857	0	0	9.35427E-05	0	0.000280628
Glyma07g00820.1	3.74171E-05	0	0	0	0.000280628	0.000289983
Glyma04g42690.1	9.35427E-05	0	9.35427E-05	0	0.000187085	0.000233857
Glyma13g23850.1	0.000374171	0	0.000140314	0	9.35427E-05	0
Glyma14g11710.1	0.000187085	0	0	0	0	0.000430297
Glyma02g47580.1	0.000420942	0	0	0.000215148	0	0
Glyma11g20060.1	0.000140314	0.00013096	0	0.000215148	6.54799E-05	9.35427E-05
Glyma10g02040.1	0.000654799	0	0	0	0	0
Glyma11g11460.1	0	0	0	0.000280628	0	0.000374171
Glyma08g16170.1	0	0	0.000374171	9.35427E-05	0	0.000187085
Glyma08g18510.1	0.000280628	0	0	0.000374171	0	0
Glyma08g21030.1	0	0.000187085	0	0.000187085	0	0.000280628
Glyma06g18470.1	0	0	0	9.35427E-05	0.000187085	0.000374171
Glyma10g40140.1	9.35427E-05	0	9.35427E-05	0.000187085	0.000187085	9.35427E-05
Glyma02g37610.1	9.35427E-05	0	9.35427E-05	9.35427E-05	0.000187085	0.000187085
Glyma15g01540.1	0	0	0.000187085	0.000280628	0.000187085	0
Glyma19g41770.1	0	0.000280628	0.000280628	0	9.35427E-05	0
Glyma19g43310.1	0	0	0	0.000654799	0	0
Glyma01g36340.1	9.35427E-05	9.35427E-05	9.35427E-05	0.000187085	0.000187085	0
Glyma08g08260.1	0.000374171	9.35427E-05	0.000187085	0	0	0
Glyma13g43820.1	0	0	0	9.35427E-05	0.000187085	0.000374171
Glyma16g18370.1	0	0	0	0.000187085	0	0.000467714
Glyma18g43460.1	0	0.000374171	0	0	0.000280628	0
Glyma07g14870.1	0	0.000280628	0	0.000187085	0.000187085	0
Glyma11g05080.1	0	0	0.000187085	0.000280628	9.35427E-05	9.35427E-05
Glyma09g39850.1	0.000374171	0	0	0	9.35427E-05	0.000187085
Glyma14g10550.1	0	0.000187085	0	0	0.000187085	0.000280628
Glyma08g39350.1	9.35427E-05	9.35427E-05	0	0.000280628	0	0.000187085
Glyma02g03860.1	0	9.35427E-05	0.000280628	0.000187085	0	9.35427E-05
Glyma11g12850.1	0.000280628	0	0	0.000187085	9.35427E-05	9.35427E-05
Glyma05g31450.4	0	9.35427E-05	9.35427E-05	0.000187085	0.000187085	9.35427E-05
Glyma08g28230.1	9.35427E-05	0	9.35427E-05	0	0	0.000467714
Glyma19g38780.1	0.000187085	0	0	0.000280628	0.000187085	0
Glyma01g43720.1	0.000187085	9.35427E-05	0	9.35427E-05	0.000187085	9.35427E-05
Glyma07g39870.1	9.35427E-05	0	0	9.35427E-05	0.000467714	0
Glyma9053s00200.1	0	0	0	9.35427E-05	0.000280628	0.000280628
Glyma08g05350.1	0	9.35427E-05	0.000280628	0	0.000280628	0
Glyma12g09810.1	0.000187085	0	0.000187085	0	0	0.000280628
Glyma04g40440.1	0	0.000467714	0.000187085	0	0	0
Glyma05g36040.1	0	0	0	9.35427E-05	9.35427E-05	0.000467714
Glyma18g52130.1	0	0.000187085	0.000467714	0	0	0
Glyma06g17270.1	0	0	0.000187085	0	0	0.000467714
Glyma03g24040.1	9.35427E-05	0	0	0	0.000561256	0
Glyma15g01880.1	0.000187085	0	0	0.000280628	0	0.000187085
Glyma08g11330.1	0	9.35427E-05	0.000187085	0.000187085	0.000187085	0
Glyma02g43790.1	0.000280628	0.000187085	0	9.35427E-05	9.35427E-05	0
Glyma02g00330.1	9.35427E-05	0	9.35427E-05	9.35427E-05	9.35427E-05	0.000280628
Glyma02g09640.1	0.000187085	0	0	0.000187085	0	0.000280628
Glyma12g33280.1	0	0	9.35427E-05	0	0.000374171	0.000187085
Glyma03g41730.1	9.35427E-05	9.35427E-05	0	0.000374171	9.35427E-05	0
Glyma13g39750.1	0	9.35427E-05	0	0.000187085	0.000280628	9.35427E-05
Glyma07g15170.1	0.000187085	0.000467714	0	0	0	0
Glyma12g00390.1	0	9.35427E-05	0	9.35427E-05	0	0.000467714
Glyma04g42670.1	0	9.35427E-05	0.000187085	0.000280628	9.35427E-05	0
Glyma14g03300.1	9.35427E-05	0	0	0	0	0.000561256
Glyma16g04030.1	9.35427E-05	0.000280628	0	0.000187085	9.35427E-05	0
Glyma02g44690.1	0.000187085	9.35427E-05	0	9.35427E-05	0	0.000280628
Glyma04g40240.1	9.35427E-05	9.35427E-05	9.35427E-05	0.000280628	0	9.35427E-05
Glyma18g49240.1	0.000187085	0	0.000280628	0	0	0.000187085
Glyma05g35260.1	0.000280628	0.000280628	0	9.35427E-05	0	0
Glyma18g00670.1	0.000280628	0.000280628	9.35427E-05	0	0	0
Glyma02g28270.1	0	0	0	0	0.000280628	0.000374171
Glyma03g34480.1	9.35427E-05	9.35427E-05	0	0.000187085	9.35427E-05	0.000187085
Glyma01g40550.1	7.48342E-05	3.74171E-05	5.61256E-05	5.61256E-05	0.000430297	0
Glyma13g21870.1	0.000187085	0	9.35427E-05	0	9.35427E-05	0.000280628
Glyma18g04400.1	9.35427E-05	0	9.35427E-05	0	0.000374171	9.35427E-05
Glyma03g35860.1	0	0.000374171	0	0.000187085	9.35427E-05	0
Glyma19g27580.1	9.35427E-05	0.000187085	0	9.35427E-05	9.35427E-05	0.000187085
Glyma14g08490.1	0	9.35427E-05	0.000187085	0	0.000187085	0.000187085
Glyma16g10360.1	0.000187085	0	9.35427E-05	0.000187085	0	0.000187085
Glyma03g27850.1	0.000374171	9.35427E-05	0	0	9.35427E-05	9.35427E-05
Glyma01g44600.1	0	0.000374171	9.35427E-05	9.35427E-05	0	9.35427E-05
Glyma03g38730.1	0	9.35427E-05	0.000467714	0.000112251	0	0
Glyma03g37080.1	0	0	0	0.000336754	0	0.000336754
Glyma18g06620.1	0.000233857	9.35427E-05	0	0	0	0.000346108
Glyma13g43870.1	0.000374171	0.000233857	0	0	7.48342E-05	0
Glyma07g36840.1	9.35427E-05	9.35427E-05	0	0	0.000402234	9.35427E-05
Glyma15g03430.1	0.000215148	0	0	0	9.35427E-05	0.000374171
Glyma09g04000.1	0.000215148	0	0	0.000215148	0.000159023	9.35427E-05
Glyma06g02300.1	0.000280628	0.000402234	0	0	0	0
Glyma11g01160.1	0	0.000411588	0.000280628	0	0	0
Glyma07g30290.1	0	0.000505131	0	0.000187085	0	0
Glyma09g24410.1	0.000374171	0	0	4.67714E-05	0.00013096	0.000140314
